x,y
0.04476712464572297,0.25040888416782675
0.039325947527134364,0.16311250307983546
0.4091744748385509,0.3302244719026503
0.19238971830501045,0.7263435027406427
0.12393767620058821,0.6565380671192101
0.07294548373096676,0.4959885671796221
0.2631256032742085,0.4767253323821163
0.31721864959181095,0.4275290411502114
0.2336935722737153,0.5685092573271794
0.2127251503462082,0.695270364203795
0.38721230174229093,0.2266349416522243
0.39356492235436236,0.2904940059416609
0.2951593501132124,0.42491376977769857
0.3457372720656915,0.2862196350711963
0.38383457946755206,0.17562727282368235
0.19529238188579606,0.6776698720890042
0.22085862297844966,0.599418989145836
0.26133571394504485,0.4477111222588547
0.43178047287790555,0.40321258893811945
0.14643206520600555,0.7408088663379492
0.237453448234072,0.6793651191358842
0.48499412208893244,0.4346582626067438
0.08922914287181877,0.5301475690435115
0.28482370782185884,0.36099753509777266
0.13260682645623567,0.6614885176176918
0.29252833707254017,0.4707619906118753
0.13132073020608326,0.6670468833345633
0.39284274208645664,0.22966141038428162
0.05179345040928557,0.3178546857701856
0.3264810280859926,0.41456709372213013
0.09053396612843462,0.5691172396671614
0.06711101668533487,0.433835537692244
0.14307083076424953,0.6811251924181603
0.4663744369060534,0.6582424514836884
0.47232427241595293,0.28075219883316754
0.3972692272070927,0.28673443755171385
0.4123494866340648,0.3735526938304614
0.4500030348873161,0.4014449302733784
0.1700792785501986,0.7067024120222688
0.13612704578616197,0.6110165158074164
0.25741705202901094,0.5373673571689962
0.3837105873419678,0.31220376655882176
0.4436710764703629,0.391837832217012
0.07552536943553567,0.38943040305173254
0.4842435063709594,0.4609482584763914
0.32182857018518224,0.24465142627070843
0.02599233976385551,0.05103491813151449
0.48824841337496583,0.5305251520404902
0.49504438498421016,0.5213827757275311
0.4724446687654814,0.3671713686493215
0.34567116156479893,0.2873643654375457
0.022336642832896714,0.2906479250252258
0.16998878867960776,0.7530364475067962
0.3846924487848497,0.2824081720454616
0.1706462586958536,0.6845888317625454
0.07278829884383381,0.4275974569974009
0.2545477568277583,0.521863559601132
0.4929486457976701,0.5824491494364211
0.06166933521203277,0.42695574724841623
0.18807125069615838,0.7193777811920402
0.4457841207056386,0.36414635868978784
0.34883426272693485,0.31362063211563335
0.09632595746516048,0.5033049665205102
0.14337260515475037,0.6756604908792042
0.24222006952202352,0.6847110439278601
0.017457762756611317,0.13428569102430238
0.3964241871817081,0.342542138884671
0.1530487823523186,0.679689707965323
0.29170612728171497,0.4836921465148755
0.3912638232725056,0.22115578047138398
0.13123328888073393,0.656723837754119
0.31837886974091356,0.36949687878819487
0.35361574904457416,0.33249675178242105
0.32164029331721744,0.32511800576802213
0.2204552979578882,0.5845408671470884
0.4118565300348388,0.2691791075197856
0.4254308254407739,0.35453807245149055
0.41213018398487183,0.31528527937941964
0.24877017370968585,0.5428707274742768
0.3442485439438869,0.29569879480424827
0.4416688611886296,0.3217652681002822
0.20254820725075173,0.7091858389542648
0.16437068233802277,0.7122495857255979
0.18376305629707362,0.7210930129534415
0.001438874239065857,-0.018684812095330156
0.2711849225769144,0.49072197415779295
0.11019454458272182,0.6075691285788949
0.41697638796904374,0.2534266844156185
0.3076711540180129,0.3904102430219206
0.3597272984748998,0.2930415285305655
0.2700112117780635,0.45994363852184056
0.25269216554113555,0.4921876312181472
0.283015922191272,0.36219759634743315
0.19645832171761307,0.5969668074799394
0.285613729720587,0.49951668796703086
0.1680734393311954,0.7676599371558265
0.21937742962778017,0.5918850834965353
0.43064963820494057,0.2869952694556446
0.4379332277502718,0.2848675670955673
0.49878686531595756,0.6285849185829966
0.17334393146072552,0.6984092802422459
0.3622489095945291,0.3388271986838405
0.23566278918753764,0.42503906952897746
0.41548587865988934,0.3214491423612712
0.41125675259125605,0.2304851478791365
0.16504953741363143,0.7516847387844399
